Title,Price,Release Date,Tags,Description,Reviews,URL,Preprocessed_Description,Preprocessed_Title,Cleaned_Description,Tokenized_Description
HELLDIVERS™ 2,Free,"8 Feb, 2024","['Online Co-Op', 'PvE', 'Third-Person Shooter', 'Multiplayer', 'Action', 'Shooter', 'Co-op', 'Sci-fi', 'Capitalism', 'Space', 'Extraction Shooter', 'Third Person', 'Comedy', 'Gore', 'Violent', 'Great Soundtrack', 'Difficult', 'Psychological Horror', 'Singleplayer', 'Open World']","The Galaxy’s Last Line of Offence. Enlist in the Helldivers and join the fight for freedom across a hostile galaxy in a fast, frantic, and ferocious third-person shooter.","- 93% of the 12,132 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/553850/HELLDIVERS_2/?snr=1_7_7_7000_150_1,The Galaxys Last Line of Offence Enlist in the Helldivers and join the fight for freedom across a hostile galaxy in a fast frantic and ferocious thirdperson shooter,HELLDIVERSTM 2,galaxy last line offence enlist helldivers join fight freedom across hostile galaxy fast frantic ferocious thirdperson shooter,"['galaxy', 'last', 'line', 'offence', 'enlist', 'helldivers', 'join', 'fight', 'freedom', 'across', 'hostile', 'galaxy', 'fast', 'frantic', 'ferocious', 'thirdperson', 'shooter']"
War Thunder,Free,"15 Aug, 2013","['Free to Play', 'Simulation', 'Vehicular Combat', 'Combat', 'World War II', 'VR', 'Flight', 'War', 'Military', 'Tanks', 'Multiplayer', 'Naval Combat', 'Modern', 'Massively Multiplayer', 'Cold War', 'Realistic', 'Action', 'Shooter', 'Third Person', 'Third-Person Shooter']","War Thunder is the most comprehensive free-to-play, cross-platform, MMO military game dedicated to aviation, armoured vehicles, and naval craft, from the early 20th century to the most advanced modern combat units. Join now and take part in major battles on land, in the air, and at sea.","- 73% of the 10,170 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",https://store.steampowered.com/app/236390/War_Thunder/?snr=1_7_7_7000_150_1,War Thunder is the most comprehensive freetoplay crossplatform MMO military  dedicated to aviation armoured vehicles and naval craft from the early 20th century to the most advanced modern combat units Join now and take part in major battles on land in the air and at sea,War Thunder,war thunder comprehensive freetoplay crossplatform mmo military dedicated aviation armoured vehicle naval craft early 20th century advanced modern combat unit join take part major battle land air sea,"['war', 'thunder', 'comprehensive', 'freetoplay', 'crossplatform', 'mmo', 'military', 'dedicated', 'aviation', 'armoured', 'vehicle', 'naval', 'craft', 'early', '20th', 'century', 'advanced', 'modern', 'combat', 'unit', 'join', 'take', 'part', 'major', 'battle', 'land', 'air', 'sea']"
Snowbreak: Containment Zone,Free,"24 Dec, 2023","['Anime', 'Third-Person Shooter', 'Free to Play', 'Shooter', 'RPG', 'Action', 'Hentai', '3D', 'JRPG', 'Singleplayer', 'Nudity', 'Sci-fi', 'Co-op', 'Cute', 'Sexual Content', '3D Platformer', 'Online Co-Op', 'Multiplayer', 'Action RPG', 'Story Rich']","The new 3D Waifu Sci-Fi RPG Shooter is here! Aim at fate, fight by our side! Clear the specified stage to claim an Orange-Tier Operative!",- 77% of the 159 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/2668080/Snowbreak_Containment_Zone/?snr=1_7_7_7000_150_1,The new 3D Waifu SciFi RPG Shooter is here Aim at fate fight by our side Clear the specified stage to claim an OrangeTier Operative,Snowbreak Containment Zone,new 3d waifu scifi rpg shooter aim fate fight side clear specified stage claim orangetier operative,"['new', '3d', 'waifu', 'scifi', 'rpg', 'shooter', 'aim', 'fate', 'fight', 'side', 'clear', 'specified', 'stage', 'claim', 'orangetier', 'operative']"
Diablo® IV,Free,"7 Oct, 2024","['Action RPG', 'Hack and Slash', 'Loot', 'Isometric', 'RPG', 'Online Co-Op', 'Singleplayer', 'Co-op', 'Dungeon Crawler', 'Multiplayer', 'Action', 'Third Person', 'Fantasy', 'PvE', 'Dark Fantasy', 'Story Rich', 'Gore', 'Exploration', 'Violent', 'Point & Click']","Join the fight for Sanctuary in Diablo® IV, the ultimate action RPG adventure. Experience the critically acclaimed campaign and new seasonal content.","- 71% of the 1,361 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/2344520/Diablo_IV/?snr=1_7_7_7000_150_1,Join the fight for Sanctuary in Diablo IV the ultimate action RPG adventure Experience the critically acclaimed campaign and new seasonal content,Diablo IV,join fight sanctuary diablo iv ultimate action rpg adventure experience critically acclaimed campaign new seasonal content,"['join', 'fight', 'sanctuary', 'diablo', 'iv', 'ultimate', 'action', 'rpg', 'adventure', 'experience', 'critically', 'acclaimed', 'campaign', 'new', 'seasonal', 'content']"
Arma Reforger,Free,"16 Nov, 2023","['Military', 'Simulation', 'Action', 'Shooter', 'Realistic', 'Strategy', 'FPS', 'Sandbox', 'First-Person', 'Real Time Tactics', 'War', 'Tactical', 'Third Person', 'Multiplayer', 'Open World', 'PvE', 'PvP', 'Cold War', '1980s', 'Moddable']","Experience authentic Cold War combat and join the struggle for the sprawling, mid-Atlantic island of Everon and its smaller, offshore territory, Arland – or take on the role of Game Master and create your very own scenarios for others to enjoy.","- 78% of the 2,247 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1874880/Arma_Reforger/?snr=1_7_7_7000_150_1,Experience authentic Cold War combat and join the struggle for the sprawling midAtlantic island of Everon and its smaller offshore territory Arland  or take on the role of  Master and create your very own scenarios for others to enjoy,Arma Reforger,experience authentic cold war combat join struggle sprawling midatlantic island everon smaller offshore territory arland take role master create scenario others enjoy,"['experience', 'authentic', 'cold', 'war', 'combat', 'join', 'struggle', 'sprawling', 'midatlantic', 'island', 'everon', 'smaller', 'offshore', 'territory', 'arland', 'take', 'role', 'master', 'create', 'scenario', 'others', 'enjoy']"
Subnautica,Free,"23 Jan, 2018","['Open World Survival Craft', 'Survival', 'Horror', 'Open World', 'Underwater', 'Exploration', 'Crafting', 'Base Building', 'Singleplayer', 'Adventure', 'First-Person', 'Sci-fi', 'Sandbox', 'Multiplayer', 'Atmospheric', 'Aliens', 'Survival Horror', 'VR', 'Action', 'Indie']","Descend into the depths of an alien underwater world filled with wonder and peril. Craft equipment, pilot submarines and out-smart wildlife to explore lush coral reefs, volcanoes, cave systems, and more - all while trying to survive.","- 98% of the 4,468 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/264710/Subnautica/?snr=1_7_7_7000_150_1,Descend into the depths of an alien underwater world filled with wonder and peril Craft equipment pilot submarines and outsmart wildlife to explore lush coral reefs volcanoes cave systems and more  all while trying to survive,Subnautica,descend depth alien underwater world filled wonder peril craft equipment pilot submarine outsmart wildlife explore lush coral reef volcano cave system trying survive,"['descend', 'depth', 'alien', 'underwater', 'world', 'filled', 'wonder', 'peril', 'craft', 'equipment', 'pilot', 'submarine', 'outsmart', 'wildlife', 'explore', 'lush', 'coral', 'reef', 'volcano', 'cave', 'system', 'trying', 'survive']"
Tom Clancy's Rainbow Six® Siege,Free,"1 Dec, 2015","['FPS', 'PvP', 'eSports', 'Multiplayer', 'Tactical', 'Shooter', 'Competitive', 'Online Co-Op', 'Action', 'Hero Shooter', 'Team-Based', 'Military', 'Strategy', 'First-Person', 'Co-op', 'War', 'Realistic', 'Destruction', 'Difficult', '3D']","Tom Clancy's Rainbow Six® Siege is an elite, tactical team-based shooter where superior planning and execution triumph.","- 78% of the 10,367 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/359550/Tom_Clancys_Rainbow_Six_Siege/?snr=1_7_7_7000_150_1,Tom Clancys Rainbow Six Siege is an elite tactical teambased shooter where superior planning and execution triumph,Tom Clancys Rainbow Six Siege,tom clancys rainbow six siege elite tactical teambased shooter superior planning execution triumph,"['tom', 'clancys', 'rainbow', 'six', 'siege', 'elite', 'tactical', 'teambased', 'shooter', 'superior', 'planning', 'execution', 'triumph']"
Forza Horizon 5,Free,"8 Nov, 2021","['Racing', 'Open World', 'Driving', 'Multiplayer', 'Automobile Sim', 'Realistic', 'Simulation', 'Adventure', 'Arcade', 'Exploration', 'First-Person', 'Co-op', 'Sports', 'PvP', 'Atmospheric', 'Online Co-Op', 'Singleplayer', 'Beautiful', 'VR', 'Action']","Explore the vibrant open world landscapes of Mexico with limitless, fun driving action in the world’s greatest cars. Join a thrilling game of chase with our new 5v1 Multiplayer Experience: Hide & Seek.","- 89% of the 3,915 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1551360/Forza_Horizon_5/?snr=1_7_7_7000_150_1,Explore the vibrant open world landscapes of Mexico with limitless fun driving action in the worlds greatest cars Join a thrilling  of chase with our new 5v1 Multiplayer Experience Hide  Seek,Forza Horizon 5,explore vibrant open world landscape mexico limitless fun driving action world greatest car join thrilling chase new 5v1 multiplayer experience hide seek,"['explore', 'vibrant', 'open', 'world', 'landscape', 'mexico', 'limitless', 'fun', 'driving', 'action', 'world', 'greatest', 'car', 'join', 'thrilling', 'chase', 'new', '5v1', 'multiplayer', 'experience', 'hide', 'seek']"
Baldur's Gate 3,Free,"3 Aug, 2023","['RPG', 'Character Customization', 'Choices Matter', 'Story Rich', 'Turn-Based Combat', 'Dungeons & Dragons', 'CRPG', 'Fantasy', 'Adventure', 'Romance', 'Online Co-Op', 'Sexual Content', 'Multiplayer', 'Strategy', 'Singleplayer', 'Co-op Campaign', 'Class-Based', 'Nudity', 'Dark Fantasy', 'Combat']","Baldur’s Gate 3 is a story-rich, party-based RPG set in the universe of Dungeons & Dragons, where your choices shape a tale of fellowship and betrayal, survival and sacrifice, and the lure of absolute power.","- 95% of the 10,467 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1086940/Baldurs_Gate_3/?snr=1_7_7_7000_150_1,Baldurs Gate 3 is a storyrich partybased RPG set in the universe of Dungeons  Dragons where your choices shape a tale of fellowship and betrayal survival and sacrifice and the lure of absolute power,Baldurs Gate 3,baldurs gate 3 storyrich partybased rpg set universe dungeon dragon choice shape tale fellowship betrayal survival sacrifice lure absolute power,"['baldurs', 'gate', '3', 'storyrich', 'partybased', 'rpg', 'set', 'universe', 'dungeon', 'dragon', 'choice', 'shape', 'tale', 'fellowship', 'betrayal', 'survival', 'sacrifice', 'lure', 'absolute', 'power']"
DOOM Eternal,Free,"19 Mar, 2020","['FPS', 'Action', 'Gore', 'Great Soundtrack', 'Fast-Paced', 'Violent', 'Demons', 'Shooter', 'First-Person', 'Singleplayer', 'Blood', 'Multiplayer', 'Sci-fi', 'Post-apocalyptic', 'Atmospheric', 'Mature', 'Story Rich', 'Difficult', 'Adventure', 'Horror']",Hell’s armies have invaded Earth. Become the Slayer in an epic single-player campaign to conquer demons across dimensions and stop the final destruction of humanity. The only thing they fear... is you.,"- 91% of the 1,371 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",https://store.steampowered.com/app/782330/DOOM_Eternal/?snr=1_7_7_7000_150_1,Hells armies have invaded Earth Become the Slayer in an epic singleplayer campaign to conquer demons across dimensions and stop the final destruction of humanity The only thing they fear is you,DOOM Eternal,hell army invaded earth become slayer epic singleplayer campaign conquer demon across dimension stop final destruction humanity thing fear,"['hell', 'army', 'invaded', 'earth', 'become', 'slayer', 'epic', 'singleplayer', 'campaign', 'conquer', 'demon', 'across', 'dimension', 'stop', 'final', 'destruction', 'humanity', 'thing', 'fear']"
Hearts of Iron IV,Free,"9 Apr, 2024","['Strategy', 'World War II', 'Grand Strategy', 'War', 'Historical', 'Military', 'Alternate History', 'Multiplayer', 'Simulation', 'Tactical', 'Real-Time with Pause', 'Singleplayer', 'RTS', 'Diplomacy', 'Sandbox', 'Co-op', 'Strategy RPG', 'Competitive', 'Open World', 'Action']","Victory is at your fingertips! Your ability to lead your nation is your supreme weapon, the strategy game Hearts of Iron IV lets you take command of any nation in World War II; the most engaging conflict in world history.","- 91% of the 3,681 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/394360/Hearts_of_Iron_IV/?snr=1_7_7_7000_150_1,Victory is at your fingertips Your ability to lead your nation is your supreme weapon the strategy  Hearts of Iron IV lets you take command of any nation in World War II the most engaging conflict in world history,Hearts of Iron IV,victory fingertip ability lead nation supreme weapon strategy heart iron iv let take command nation world war ii engaging conflict world history,"['victory', 'fingertip', 'ability', 'lead', 'nation', 'supreme', 'weapon', 'strategy', 'heart', 'iron', 'iv', 'let', 'take', 'command', 'nation', 'world', 'war', 'ii', 'engaging', 'conflict', 'world', 'history']"
